,SECTION,CATEGORY,NAME,ADDRESS,RANK
569,Places,Favorite Shopping Center / Area,Heritage Crossing,,2.0
570,Places,Favorite Church or Place of Worship,West Nash United Methodist Church,"2200 Nash St N, Wilson, NC 27896, United States",
571,Places,Favorite Events Venue,Casita Brewing Company,"217 South St S, Wilson, NC 27893, USA",
572,Places,Favorite Place to Take a Visitor,Five Touch Spa & Salon,"2403 Wooten Blvd SW B-D, Wilson, NC 27893, United States",
573,Places,Favorite Church or Place of Worship,Tabernacle Baptist Church,"1815 Airport Blvd NW, Wilson, NC 27893, USA",
574,Places,Favorite Church or Place of Worship,Oak Grove Church,"5917 Bridgersville Rd, Elm City, NC 27822, USA",
575,Places,Favorite Church or Place of Worship,Hornes United Methodist Church,"165 W Hornes Church Rd, Wilson, NC 27896, USA",
576,Places,Favorite Events Venue,Elks Lodge,"2814 Fieldstream Dr N, Wilson, NC 27896, USA",3.0
577,Places,Favorite Live Music Venue,Vollis Simpson Whirligig Park and Museum,"301 Goldsboro St S, Wilson, NC 27893, USA",1.0
578,Places,Favorite Church or Place of Worship,St Timothy's Episcopal Church,"202 N Goldsboro St S, Wilson, NC 27893, USA",
579,Places,Favorite Church or Place of Worship,Connect Church,"4865 Nash St N, Wilson, NC 27896, USA",
580,Places,Favorite Church or Place of Worship,Wilson Community Church,"2301 Montgomery Dr W, Wilson, NC 27893, United States",2.0
581,Places,Favorite Place to Take a Visitor,Deans Farm Market,"7732, 4231 NC-42, Wilson, NC 27893, United States",3.0
582,Places,Favorite Events Venue,Treat Yo' Self Bakery,"419 Goldsboro St S, Wilson, NC 27893, United States",
583,Places,Favorite Place to Take a Visitor,Imagination Station Science & History Museum,"224 Nash St NE, Wilson, NC 27893, USA",
584,Places,Favorite Apartment Complex,Summit Place Apartments,"4913 Summit Pl Dr, Wilson, NC 27896, United States",2.0
585,Places,Favorite Events Venue,Wilson County Fairgrounds,,
586,Places,Favorite Live Music Venue,Edna Boykin Cultural Center,"108 Nash St NE, Wilson, NC 27893, USA",3.0
587,Places,Favorite Place to Take a Visitor,The Beefmastor Inn,"2656 US-301, Wilson, NC 27893, USA",
588,Places,Favorite Events Venue,Deans Farm Market,"7732, 4231 NC-42, Wilson, NC 27893, United States",
589,Places,Favorite Events Venue,Brewmasters,"2117 Forest Hills Rd W, Wilson, NC 27893, United States",
590,Places,Favorite Live Music Venue,Brewmasters,"2117 Forest Hills Rd W, Wilson, NC 27893, United States",
591,Places,Favorite Church or Place of Worship,Aenon Missionary Baptist Church,"7503 Town Creek Rd, Elm City, NC 27822, USA",
592,Places,Favorite Events Venue,Edna Boykin Cultural Center,"108 Nash St NE, Wilson, NC 27893, USA",
593,Places,Favorite Place to Take a Visitor,Wilson Arts Center,"124 Nash St NE, Wilson, NC 27893, USA",
594,Places,Favorite Place to Take a Visitor,Parker's Barbecue,"2514 US-301, Wilson, NC 27893, USA",2.0
595,Places,Favorite Live Music Venue,Pup's Steakhouse,"2801 Ward Blvd #3d, Wilson, NC 27893, USA",
596,Places,Favorite Church or Place of Worship,Word of Truth Int’l Ministries,,
597,Places,Favorite Church or Place of Worship,St. Therese Catholic Church,"700 Nash St NE, Wilson, NC 27893, USA",
598,Places,Favorite Church or Place of Worship,Forest Hills Baptist Church,"1407 Forest Hills Rd NW, Wilson, NC 27896, USA",
599,Places,Favorite Church or Place of Worship,Raleigh Road Baptist Church,"4150 Raleigh Rd Pkwy W, Wilson, NC 27896, USA",
600,Places,Favorite Place to Take a Visitor,Wilson Farmers & Artisan Market,"301 Goldsboro St S, Wilson, NC 27893, USA",
601,Places,Favorite Church or Place of Worship,Bread of Life,"910 Granger St S, Wilson, NC 27893, USA",
602,Places,Favorite Apartment Complex,Thornberry Park Apartment Homes,"3701 Ashbrook Dr NW, Wilson, NC 27896, USA",3.0
603,Places,Favorite Church or Place of Worship,First Baptist Church,,
604,Places,Favorite Church or Place of Worship,Shiloh Pentecostal Holiness Church,,
605,Places,Favorite Apartment Complex,Wilson Woods,,
606,Professionals,Favorite Chiropractor,Mark Hooper - Hooper-Thurston Elite Chiropractic,,
607,Professionals,Favorite Real Estate Agent,"Lineberger Team - Chesson Agency, eXp Realty",,1.0
608,Professionals,Favorite Attorney,Kurt Schmidt - Schmidt Law,"2505 Nash St N B, Wilson, NC 27896, United States",1.0
609,Professionals,Favorite Insurance Agent,Justin Murray - State Farm,,
610,Professionals,Favorite Accountant,"Larry Webb - Carr, Riggs & Ingram",,3.0
611,Professionals,Favorite Dentist,"Scott Dixon - Dixon, Boles & Associates",,3.0
612,Professionals,Favorite Eye Care Specialist,Kevin Payne - Wilson Eye Associates,,2.0
613,Professionals,Favorite Hair Stylist,Missy Lamm - Hair Expo,,
614,Professionals,Favorite Insurance Agent,Lori Thomas - Farm Bureau,,
615,Professionals,Favorite Real Estate Agent,Chuck Williamson - Chesson Agency,,
616,Professionals,Favorite Attorney,Will Farris - Farris & Thomas Law,,2.0
617,Professionals,Favorite Bank Teller,Fletcher Duke - Truist,,1.0
618,Professionals,Favorite Financial Advisor,Ken Hill - Merrill Lynch,"2315 Airport Blvd NW suite b, Wilson, NC 27896, United States",2.0
619,Professionals,Favorite Insurance Agent,Betsy King - Bailey Insurance Agency,,
620,Professionals,Favorite Massage Therapist,Tawanda Auston - Five Touch Spa and Salon,,
621,Professionals,Favorite Real Estate Agent,Allyson Moye - Womble Real Estate,,
622,Professionals,Favorite Mortgage Banker,Pete Dempsey - First Citizens,,
623,Professionals,Favorite Real Estate Agent,Connor Bedgood - Chesson Agency,,
624,Professionals,Favorite Insurance Agent,Katie Gates - Arens Webb Insurance Agency,,
625,Professionals,Favorite Attorney,Tom Sallenger - Sallenger Law,,
626,Professionals,Favorite Chiropractor,Jim Carraher - Kurtz Chiropractic,,
627,Professionals,Favorite Hair Stylist,Michelle Glover - Reflections Hair Styling,,
628,Professionals,Favorite Hair Stylist,Sarah Moore - Bombshells,,
629,Professionals,Favorite Insurance Agent,Brooks Harrell - Farm Bureau,,
630,Professionals,Favorite Physician Assistant,Jim Kovach - EmergeOrtho,,1.0
631,Professionals,Favorite Physician Assistant,Brittany Marshburn - Wilson Medical Group,,
632,Professionals,Favorite Eye Care Specialist,Matthew Aldrich - Wilson Eye Associates,,
633,Professionals,Favorite Attorney,Rhyan Breen - Breen Law,,3.0
634,Professionals,Favorite Chiropractor,Chad Cato - Cato Chiropractic,,3.0
635,Professionals,Favorite Hair Stylist,Nicky Edwards - Princess Cuts,,
636,Professionals,Favorite Insurance Agent,Sheryletta Lacewell - Allstate Insurance,,
637,Professionals,Favorite Local Musician / Musical Group,Rashaad McNeil,,
638,Professionals,Favorite Massage Therapist,Lakita Brewington - Five Touch Spa & Salon,,
639,Professionals,Favorite Photographer,Bo Baines - Bo Baines Photography,,
640,Professionals,Favorite Physician,Thomas Hooper - Hooper and Burnette Internal Medicine,,
641,Professionals,Favorite Real Estate Agent,Lafan Forbes - Forbes Realty,,
642,Professionals,Favorite Eye Care Specialist,Shawn C. Putman - Medical Eye Associates,,
643,Professionals,Favorite Financial Advisor,Scott Monaghan - Monaghan Wealth,,
644,Professionals,Favorite Hair Stylist,Teresa Langley - The Spa,,
645,Professionals,Favorite Attorney,Malory Windham - Windham Law,,
646,Professionals,Favorite Insurance Agent,Tyler Winbourne - Eastern Carolina Insurance,,
647,Professionals,Favorite Accountant,"Robert Windham - Moore & Spivey, CPA",,
648,Professionals,Favorite Dentist,Marilee Williford - Holmes & Williford,,
649,Professionals,Favorite Nurse Practitioner,Brittany Wooten Fulghum - Wilson Gastroenterology,,
650,Professionals,Favorite Massage Therapist,Nicola Pittman - Nicola Pittman LMBT,,
651,Professionals,Favorite Photographer,Casey Childers - Casey W. Childers Photography,,
652,Professionals,Favorite Eye Care Specialist,Rachel Vick - Eye Care Center,,
653,Professionals,Favorite Accountant,Jerry Pridgen - Lane & Pridgen,,
654,Professionals,Favorite Eye Care Specialist,Russell Stone - Wilson Eye Associates,,3.0
655,Professionals,Favorite Chiropractor,LaTanya Simpson- Eastern Carolina Chiropractic,,1.0
656,Professionals,Favorite Hair Stylist,Terry Woods - The Spa,,
657,Professionals,Favorite Insurance Agent,Tom Hackney - John Hackney Agency,,
658,Professionals,Favorite Mortgage Banker,Joshua Thomas - Southern Bank,,
659,Professionals,Favorite Chiropractor,Nathan Joyner - Joyner Chiropractic,,
660,Professionals,Favorite Real Estate Agent,David Pitts - Chesson Agency,,
661,Professionals,Favorite Accountant,Tim Cobb - Narron & Holdford,,
662,Professionals,Favorite Eye Care Specialist,Barney Perry Jr. - Wilson Eye Associates,,1.0
663,Professionals,Favorite Hair Stylist,Karen Barnes - Hair Worx,,
664,Professionals,Favorite Massage Therapist,Tiffany Wilson - Tiffany Wilson Massage Therapy,,1.0
665,Professionals,Favorite Orthodontist,Kelly Goeckner - Goeckner & Gibbons Orthodontist,,2.0
666,Professionals,Favorite Dentist,Amy Watson - Watson Family Dentistry,,
667,Professionals,Favorite Hair Stylist,Dean Etheridge - Total Concepts,,
668,Professionals,Favorite Mortgage Banker,Michelle Joyner - Providence Bank,,
669,Professionals,Favorite Photographer,Wally Stocks - Stocks Photography,,2.0
670,Professionals,Favorite Photographer,Marc Connor - Marc Connor Photography,,
671,Professionals,Favorite Accountant,Betsy Whitt - Betsy Boswell Whitt PA,,1.0
672,Professionals,Favorite Insurance Agent,Michael Arnette - Farm Bureau,,2.0
673,Professionals,Favorite Hair Stylist,Mackenzie Butler - Studio W,,
674,Professionals,Favorite Bank Teller,Amy Worley - First Citizens,,
675,Professionals,Favorite Hair Stylist,Kristy Moore - Hair by Kristy Moore,,
676,Professionals,Favorite Local Musician / Musical Group,Street Revival,,3.0
677,Professionals,Favorite Hair Stylist,Brittany Twisdale - Studio W,,
678,Professionals,Favorite Insurance Agent,Vincent Lively - Farm Bureau,,
679,Professionals,Favorite Physician Assistant,David Propst - Wilson Medical Group,,2.0
680,Professionals,Favorite Receptionist,Stephanie Moore - First Wilson Properties,,
681,Professionals,Favorite Photographer,Taylor Dail - Taylor Dail Photography,,1.0
682,Professionals,Favorite Dentist,Kate Putney - Holmes & Williford,,
683,Professionals,Favorite Photographer,Jennifer Wilson - Jennifer Wilson Photography,,
684,Professionals,Favorite Bank Teller,Mia Morgan - Truist,,
685,Professionals,Favorite Hair Stylist,Janie Stephens - Tousled Salon,,
686,Professionals,Favorite Attorney,Perry Morrison - Morrison Law,,
687,Professionals,Favorite Accountant,"Martin Amerson - Carr, Riggs & Ingram",,
688,Professionals,Favorite Dentist,C Andrew Lee - Lee Dentistry,,
689,Professionals,Favorite Hair Stylist,David Bray - Fringe Salon,,1.0
690,Professionals,Favorite Physical Therapist,Eileen Carter - Comprehensive Rehab,,1.0
691,Professionals,Favorite Physical Therapist,Kelly A Senglar-Vitale - Manual Physical Therapy,,3.0
692,Professionals,Favorite Massage Therapist,Beverly Moore - Five Touch Spa & Salon,,2.0
693,Professionals,Favorite Physician,Christine Barton - Wilson Medical Associates,,
694,Professionals,Favorite Attorney,Bryan Radford - Radford Law Firm,,
695,Professionals,Favorite Chiropractor,Mark Thurston - Hooper-Thurston Elite Chiropractic,,2.0
696,Professionals,Favorite Nurse Practitioner,Catherine Melin - Wilson New Hope Primary Care,,1.0
697,Professionals,Favorite Physician,Lawrence Yenni - Wilson Regional Orthopedics & Sports Medicine,,
698,Professionals,Favorite Physician Assistant,Christian Selby - Wilson Regional Orthopedics & Sports Medicine,,
699,Professionals,Favorite Real Estate Agent,Jeff Chesson - Chesson Agency,,
700,Professionals,Favorite Financial Advisor,"Linwood White, IV - Merrill Lynch","2315 Airport Blvd, Suite B   Wilson",3.0
701,Professionals,Favorite Accountant,Joe Parker - Narron & Holdford,,
702,Professionals,Favorite Orthodontist,Miller Gibbons - Goeckner & Gibbons Orthodontist,,1.0
703,Professionals,Favorite Physician,Sayeed Hossain - Eastern Pulmonary & Sleep Medicine,,
704,Professionals,Favorite Receptionist,"Stacy Jones - Eastern Pulmonary & Sleep Medicine, PA",,
705,Professionals,Favorite Physician,Kerrie-Anne Heron - Wilson Medical Group,,1.0
706,Professionals,Favorite Accountant,"Doug Pope - Carr, Riggs & Ingram",,
707,Professionals,Favorite Attorney,Jason Page - Law Office of Jason R. Page,,
708,Professionals,Favorite Eye Care Specialist,Milan Genge - Medical Eye Associates,,
709,Professionals,Favorite Hair Stylist,Tony Dingess - Ross McDaniel Salon,,
710,Professionals,Favorite Dentist,Hillary Patterson - Harvest Dental Center,,1.0
711,Professionals,Favorite Physician Assistant,Corina Buzard - Carolina Family Health Center,,
712,Professionals,Favorite Photographer,Elizabeth Gray - Elizabeth Gray Photography,,
713,Professionals,Favorite Hair Stylist,Laura Strickland - Hair by Laura Strickland,,
714,Professionals,Favorite Hair Stylist,Atlanta Wills Skinner - Deep Roots Salon,,3.0
715,Professionals,Favorite Real Estate Agent,Mike Eatmon - Our Town Properties,,
716,Professionals,Favorite Hair Stylist,Holly Nichols - HN Hair Co.,,
717,Professionals,Favorite Insurance Agent,Mitch Whitley - Farm Bureau,,
718,Professionals,Favorite Photographer,Bailey Whitley - Bailey Whitley Photography,,
719,Professionals,Favorite Physician Assistant,Amanda Cannon - Vidant Healthplex,,
720,Professionals,Favorite Financial Advisor,Jerri Batts - AXA Advisors,,3.0
721,Professionals,Favorite Physician,Tracy Forrest - Wilson OBGYN,,
722,Professionals,Favorite Real Estate Agent,Adam Chesson - Chesson Agency,,
723,Professionals,Favorite Attorney,Earl Taylor - Taylor Law,,
724,Professionals,Favorite Dentist,Suzanne Holmes - Holmes & Williford,,
725,Professionals,Favorite Financial Advisor,Kim Hoffman - Edward Jones,,
726,Professionals,Favorite Hair Stylist,Phyllis Barnes - SBS Hairstyling,,
727,Professionals,Favorite Accountant,Dallas Lane - Lane & Pridgen,,
728,Professionals,Favorite Insurance Agent,Greg Adkins - New York Life,,
729,Professionals,Favorite Orthodontist,Crystal Cox - Signature Smiles,,
730,Professionals,Favorite Hair Stylist,Pam Webb - Total Concepts,,
731,Professionals,Favorite Insurance Agent,Phil Edmundson - Allstate,,
732,Professionals,Favorite Local Musician / Musical Group,Triple Wide,,2.0
733,Professionals,Favorite Physician,John Buck - Eastern Carolina Pediatrics,,2.0
734,Professionals,Favorite Physician,Trent Wester - Wilson Family Medicine,,3.0
735,Professionals,Favorite Real Estate Agent,Steve Irvin - First Wilson Properties,,
736,Professionals,Favorite Hair Stylist,Nicole Starling - Rustic Roots,,
737,Professionals,Favorite Insurance Agent,Chuck Finklea - State Farm,,3.0
738,Professionals,Favorite Mortgage Banker,Shannon Houchins - Southern Bank,,
739,Professionals,Favorite Nurse Practitioner,Kim Pittman - Eastern Carolina Pediatrics,,
740,Professionals,Favorite Real Estate Agent,Brandon Narron - eXp,,
741,Professionals,Favorite Insurance Agent,Danah Raper - Arens Webb Insurance Agency,,
742,Professionals,Favorite Nurse Practitioner,Tracey Sherrod - Vidant Healthplex,,
743,Professionals,Favorite Eye Care Specialist,Richard Randolph - Vision Center of Wilson,,
744,Professionals,Favorite Physician Assistant,David Surovchak - Carolina Family Health Center,,3.0
745,Professionals,Favorite Nurse Practitioner,Sharon Mitchell - Nash Street Healthcare,,
746,Professionals,Favorite Dentist,"William Boles, III - Dixon, Boles & Associates",,
747,Professionals,Favorite Local Musician / Musical Group,Jamie Pridgen,,
748,Professionals,Favorite Orthodontist,"Jeff Berndt - Dixon, Boles & Associates",,3.0
749,Professionals,Favorite Physician,Amparito Fiallo - Wilson Community Health Center,,
750,Professionals,Favorite Physician,Tammy Kiger - Harvest Family Health Center,,
751,Professionals,Favorite Nurse Practitioner,Thanh Truc Brooks - Harvest Family Health Center,,
752,Professionals,Favorite Physician Assistant,Jennifer Nall - Harvest Family Health Center,,
753,Professionals,Favorite Dentist,"Liz Price - Dixon, Boles & Associates",,2.0
754,Professionals,Favorite Hair Stylist,Kellie Traylor - Salon Fenix,,
755,Professionals,Favorite Receptionist,"Peyton Summerlin Vaughan - Dixon, Boles & Associates",,2.0
756,Professionals,Favorite Attorney,"Charles P. Farris, Jr. - Charles P. Farris, Jr. Law",,
757,Professionals,Favorite Hair Stylist,Brittney Vick - Unix Hair Salon,,
758,Professionals,Favorite Massage Therapist,Rosemary Westbrook - Regency Athletic Club,,
759,Professionals,Favorite Photographer,Erin Mitchell - Erin Mitchell Photography,,
760,Professionals,Favorite Receptionist,"Jennifer Frazier - Dixon, Boles & Associates",,3.0
761,Professionals,Favorite Financial Advisor,Michael Strickland - Edward Jones,,
762,Professionals,Favorite Financial Advisor,Wes Brown - Edward Jones,,1.0
763,Professionals,Favorite Physician,Medhat Sidaros - Wilson New Hope Primary Care,,
764,Professionals,Favorite Real Estate Agent,Penny Whitfield - Whitfield Agency,,
765,Professionals,Favorite Attorney,Robert Rountree - Narron & Holdford,,
766,Professionals,Favorite Accountant,John Anthony - Anthony & Tabb,,
767,Professionals,Favorite Mortgage Banker,Sandy Owens - Atlantic Bay Mortgage Group,,3.0
768,Professionals,Favorite Local Musician / Musical Group,Matty Begs,,1.0
769,Professionals,Favorite Nurse Practitioner,Ana Khoune - Forest Hills Immediate Care,,3.0
770,Professionals,Favorite Physician Assistant,Jim Fitch - Nelms Family Preventive Medicine,,
771,Professionals,Favorite Accountant,Tad Rhodes - Narron & Holdford,,
772,Professionals,Favorite Hair Stylist,Bridgette Baker - The Nest Hair Salon,,
773,Professionals,Favorite Hair Stylist,Taylor Murray - Salon Luxe,,
774,Professionals,Favorite Photographer,Lauren Tant - Lauren Elaine Photography,,3.0
775,Professionals,Favorite Real Estate Agent,Adam Bennett - Our Town Properties,,2.0
776,Professionals,Favorite Attorney,Lewis King - King & King,,
777,Professionals,Favorite Mortgage Banker,Mike Jablonski - PrimeLending,,1.0
778,Professionals,Favorite Insurance Agent,Shannon Braswell - Farm Bureau,,
779,Professionals,Favorite Dentist,Lisal Isaacs - Dr. Lisal B. Isaacs Dentistry,,
780,Professionals,Favorite Physical Therapist,April Phillips - EmergeOrtho,,2.0
781,Professionals,Favorite Physician,Wallace Nelms - Nelms Family & Preventive Medicine,,
782,Professionals,Favorite Physician Assistant,Leana Higgins - Nelms Family & Preventive Medicine,,
783,Professionals,Favorite Real Estate Agent,Mike Craft - Chesson Agency,,
784,Professionals,Favorite Nurse Practitioner,Amanda Cannon - Vidant Healthplex,,2.0
785,Professionals,Favorite Bank Teller,Teresa Willoughby - Truist,,
786,Professionals,Favorite Physician,Douglas Brewer - Dr. Douglas Brewer Internal Medicine,,
787,Professionals,Favorite Receptionist,Naomi Murray - Eastern Carolina Chiropractic,,
788,Professionals,Favorite Hair Stylist,Dawna Lucas - Dawna’s Hair Studio,,
789,Professionals,Favorite Insurance Agent,Mason Lee - Family First Insurance Agency,,1.0
790,Professionals,Favorite Mortgage Banker,Jaime Smith - BB&T Home Mortgage,,
791,Professionals,Favorite Dentist,Alexandria S. Luper - Luper Family Dentistry,,
792,Professionals,Favorite Accountant,Lynn Burbage - Lynn Burbage CPA,,
793,Professionals,Favorite Physician,Tonya Little - Vidant Healthplex,,
794,Professionals,Favorite Insurance Agent,Pick Picken - State Farm,,
795,Professionals,Favorite Insurance Agent,Ashley Wilson - Family First Insurance Agency,,
796,Professionals,Favorite Hair Stylist,Grayson Baker - Deep Roots,,2.0
797,Professionals,Favorite Attorney,Christopher Lusby - Lusby Law PA,,
798,Professionals,Favorite Physician,Megan Harding - Vidant Healthplex,,
799,Professionals,Favorite Physical Therapist,Ashley Goldston - Comprehensive Rehab,,
800,Professionals,Favorite Physician,Phillip Perkins - Wilson Stantonsburg Clinic and Hospice of Wilson,,
801,Professionals,Favorite Chiropractor,Jim Bolton - First Choice Chiropractic,,
802,Professionals,Favorite Hair Stylist,Rebecca Larkin - Salon Fenix,,
803,Professionals,Favorite Physician Assistant,Emily Nordstrom - Wilson Medical Group,,
804,Professionals,Favorite Receptionist,Victoria Webb - Wilson Medical Group,,
805,Professionals,Favorite Photographer,Britain Griffin Lamm - Three Little Lambs,,
806,Professionals,Favorite Physician,"Natalie Doyle - Natalie A. Doyle, MD",,
807,Professionals,Favorite Real Estate Agent,Pam Redding - RE/MAX Complete of Wilson,,
808,Professionals,Favorite Local Musician / Musical Group,Tom Baker & The Wild Country Band,,
809,Professionals,Favorite Receptionist,Jenny Slaughter - Holmes & Williford,,1.0
810,Professionals,Favorite Hair Stylist,Virginia Williamson - Hair Worx,,
811,Professionals,Favorite Insurance Agent,Clint Godwin - Farm Bureau,,
812,Professionals,Favorite Physician,Hal Woodall - Kenly Medical Associates,,
813,Professionals,Favorite Attorney,"Elizabeth McKinney - McKinney Law Offices, PLLC",,
814,Professionals,Favorite Real Estate Agent,Glendy Gregory - Chesson Agency,,
815,Professionals,Favorite Local Musician / Musical Group,Christina Ivey Marks,,
816,Professionals,Favorite Hair Stylist,Lisa Amedeo - Ross McDaniel Salon,,
817,Professionals,Favorite Physician,Jessica McKee - Eastern Internal Medicine,,
818,Professionals,Favorite Insurance Agent,Alan Winstead - AFS Insurance,,
819,Professionals,Favorite Photographer,Sean Larkin - Sean Larkin Photography,,
820,Professionals,Favorite Bank Teller,Jennie Powell - KS Bank,,
821,Professionals,Favorite Real Estate Agent,Allen Harper - Chesson Agency,,
822,Professionals,Favorite Bank Teller,Velecia Williams - SECU,,2.0
823,Professionals,Favorite Hair Stylist,Nicole Bass - Unity Hair Salon,,
824,Professionals,Favorite Hair Stylist,Brenda Rose - Brenn’s Hair Salon,,
825,Professionals,Favorite Photographer,Gabrielle Mercer - Inspired Moments Photography,,
826,Professionals,Favorite Receptionist,Cindy Petway - Forest Hills Baptist Church,,
827,Professionals,Favorite Insurance Agent,Omar Gonzalez - Farm Bureau,,
828,Professionals,Favorite Hair Stylist,Pauline Andreassen - Sport Clips,,
829,Professionals,Favorite Local Musician / Musical Group,Chris Hagan,,
830,Professionals,Favorite Massage Therapist,Alice Kornegay - Artistic Day Spa,,
831,Professionals,Favorite Physician,Melissa Wester - Wilson Family Medicine,,
832,Professionals,Favorite Local Musician / Musical Group,Dale Bryce,,
833,Professionals,Favorite Photographer,Janelle Booth Clevinger,,
834,Professionals,Favorite Real Estate Agent,Lynn Davis - Our Town Properties,,
835,Professionals,Favorite Financial Advisor,Marcus Fielding - Wells Fargo,,
836,Professionals,Favorite Physical Therapist,Jessica Snellen - EmergeOrtho,,
837,Professionals,Favorite Hair Stylist,Christy Whaley - Bombshells,,
838,Professionals,Favorite Physical Therapist,Julia Adams - Wilson Rehabilitation & Nursing Center,,
839,Professionals,Favorite Local Musician / Musical Group,Mark & John Bunn,,
840,Professionals,Favorite Mortgage Banker,Sharon Newsome Hardy - SECU,,
841,Professionals,Favorite Real Estate Agent,Nick Ellison - Our Town Properties,,3.0
842,Professionals,Favorite Bank Teller,Amy Letchworth - Providence Bank,,3.0
843,Professionals,Favorite Hair Stylist,Hannah Strickland - SBS,,
844,Professionals,Favorite Hair Stylist,Jeremy Thompson - Jeremy Thompson Salon,,
845,Professionals,Favorite Hair Stylist,Halei Warren - Ross McDaniel Salon,,
846,Professionals,Favorite Accountant,"Scott Bridgers - Scott Bridgers, CPA",,2.0
847,Professionals,Favorite Real Estate Agent,Debbie Reason - Our Town Properties,,
848,Professionals,Favorite Massage Therapist,Ginger Godwin - Remedy Therapeutic,,3.0
849,Professionals,Favorite Insurance Agent,Shala Crabtree - Robbins Insurance Group,,
850,Professionals,Favorite Real Estate Agent,Dominik Brodhage - United Real Estate East Carolina,,
851,Professionals,Favorite Photographer,Antione Corbett - Digital Ikonz Photography,,
852,Professionals,Favorite Insurance Agent,John Hackney - John Hackney Agency,,
853,Professionals,Favorite Chiropractor,Darryl Chapman - Chapman's Chiropractic Center,,
854,Professionals,Favorite Dentist,Scott Via - Scott Via DDS,,
855,Professionals,Favorite Insurance Agent,Brianne Lopez - Bailey Insurance Agency,,
856,Professionals,Favorite Massage Therapist,Charley Rollins - Therapeutic Touch by Charley,,
857,Professionals,Favorite Mortgage Banker,Megan Harrell - PrimeLending,,2.0
858,Professionals,Favorite Real Estate Agent,Harry Gauss - First Wilson Properties,,
859,Professionals,Favorite Real Estate Agent,Bill Adams - First Wilson Properties,,
860,Services,Favorite Bank,State Employees’ Credit Union,"3990 Ward Blvd, Wilson, NC 27893, USA",2.0
861,Services,Favorite Funeral Home,Stevens Funeral Home,"1820 M.L.K. Jr Pkwy, Wilson, NC 27893, United States",
862,Services,Favorite Barber Shop,Style Masters Barber Shop,"111 Nash St N, Wilson, NC 27893, USA",
863,Services,Favorite Law Firm,Schmidt Law,"2505 Nash St N B, Wilson, NC 27896, United States",2.0
864,Services,Favorite Pet Grooming,Southern Paws,,1.0
865,Services,Favorite Pharmacy,Realo Drugs,"3900 Nash St N, Wilson, NC 27896, United States",1.0
866,Services,Favorite Spa / Medispa,Infuse Wellness,"2305 Wellington Dr SW Suite F, Wilson, NC 27893, USA",2.0
867,Services,Favorite Veterinary Clinic,Brandywine Veterinary Hospital,"4506 Nash St NW, Wilson, NC 27896, USA",2.0
868,Services,Favorite Workout Center,Wilson Family YMCA,"3436 Airport Blvd NW, Wilson, NC 27896, United States",1.0
869,Services,Favorite Art Studio,The Barnes Corner Gallery,"200 Tarboro St W, Wilson, NC 27893, USA",2.0
870,Services,Favorite Bank,Truist,,1.0
871,Services,Favorite Carpet Cleaning Service,The Carpet Cleaner,"2500 Springlake Pl N, Wilson, NC 27896, United States",1.0
872,Services,Favorite Florist,Avenue Gardens Florist,"202 Park Ave W, Wilson, NC 27893, USA",3.0
873,Services,Favorite Funeral Home,Joyner's Funeral Home,"4100 Raleigh Rd Pkwy W, Wilson, NC 27896, United States",1.0
874,Services,Favorite Heating & Air Service,Lyndon Heating & Air,"3705-G Airport Cir, Wilson, NC 27896, USA",
875,Services,Favorite Home Care Provider,Action Health Staffing,"3606 Eagle Point Ln NW, Wilson, NC 27896, United States",2.0
876,Services,Favorite Law Firm,Farris & Thomas Law,"104 Nash St N, Wilson, NC 27893, USA",1.0
877,Services,Favorite Medical Practice,Wilson Medical Group,"3302 Nash St N, Wilson, NC 27896, United States",1.0
878,Services,Favorite Pharmacy,Wilson Value Drug Store,"404 Nash St E, Wilson, NC 27893, USA",
879,Services,Favorite Pet Grooming,Waggin' Tailz Doggie Daycare and Grooming,"3467 Airport Blvd NW suite g, Wilson, NC 27896, United States",3.0
880,Services,Favorite Promotional Product Supplier,Anita's Marketing,"437 Ward Blvd suite b, Wilson, NC 27893, United States",1.0
881,Services,Favorite Real Estate Agency,Womble Real Estate Co.,"602-B Nash St NE, Wilson, NC 27893, United States",2.0
882,Services,Favorite Self Storage Facility,A B Mini Storage,"3420 US-301, Wilson, NC 27893, United States",3.0
883,Services,Favorite Sign Shop,BlueDog Graphics,"619 Park Ave W, Wilson, NC 27893, USA",
884,Services,Favorite Spa / Medispa,The Spa at 1010 Nash,"1010 Nash St N, Wilson, NC 27893, United States",1.0
885,Services,Favorite Staffing Agency,The Action Group - Human Resources Solutions,"314 Nash St E, Wilson, NC 27893, United States",1.0
886,Services,Favorite Workout Center,Victory Fitness,"1901 Westwood Ave W, Wilson, NC 27893, United States",
887,Services,Favorite Florist,Wilson Flowers & Market,"4017 Raleigh Rd Pkwy W, Wilson, NC 27896, USA",1.0
888,Services,Favorite Hair Salon,The Spa at 1010 Nash,"1010 Nash St N, Wilson, NC 27893, United States",
889,Services,Favorite Internet Service Provider,Greenlight,"208 Nash St NE, Wilson, NC 27893, USA",1.0
890,Services,Favorite Tattoo Shop,New Addiction Tattoos,"3332 Airport Blvd NW, Wilson, NC 27896, USA",3.0
891,Services,Favorite Urgent Care,Wilson Immediate Care,"1725 Tarboro St W, Wilson, NC 27893, United States",2.0
